id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1240171327740203009,Wed Mar 18 07:01:00 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#TravelBan keeping you home? Enjoy learning about Iceland's mystical #culture from #home 
https://t.co/Ivs4424UN9… https://t.co/Y4i8gLqJkv",keeping home Enjoy learning Iceland 's mystical,"Sentiment(polarity=0.4, subjectivity=0.5)",0.4,0.5,en,0,0,ElisabetRut1,False,"TravelBan, culture, home",,,
1240171323168559104,Wed Mar 18 07:00:59 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SevenShepherd: ""And in the morning, [It will be] foul weather to day: for the sky is red and lowring. O [ye] hypocrites, ye can discern…",`` And morning It foul weather day sky red lowring O ye hypocrites ye discern…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,3,mjwood16,,,SevenShepherd,,
1240171289165389824,Wed Mar 18 07:00:51 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Through this time of fear, we as the human race needs to band as one and exude as mush positive energy as ever! Our… https://t.co/pZhxOTxb1K",Through time fear human race needs band one exude mush positive energy ever Our…,"Sentiment(polarity=0.11363636363636363, subjectivity=0.3227272727272727)",0.11363636363636363,0.3227272727272727,en,0,0,true_mixed,False,,,"Tallahassee, FL",
1240171287521243136,Wed Mar 18 07:00:50 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @nursechill81: Dearest @MrRickyWhittle,

You ARE #Light &amp; #Love.
ALWAYS. 💛

#thankyou #bethelight #tuesdaymotivation #youmaketodaybetter…",Dearest You ARE amp ALWAYS …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,5,joye2009,,"Light, Love, thankyou, bethelight, tuesdaymotivation, youmaketodaybetter","nursechill81, MrRickyWhittle",In my mind. I’m bored. 😐,
1240171280520921088,Wed Mar 18 07:00:49 +0000 2020,"<a href=""http://www.DynamicTweets.com"" rel=""nofollow"">Dynamic Tweets</a>",Overcome it #hope and #love you are #saved https://t.co/sZVvjfDzAQ https://t.co/Axna4j4sdq,Overcome,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,frugalmaniac,False,"hope, love, saved",,"MN, USA",
1240171255929733121,Wed Mar 18 07:00:43 +0000 2020,"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>",Read all about the similarities of dark chocolate and red wine and you choose which is the one to go by… https://t.co/BSQOt4tSVX,Read similarities dark chocolate red wine choose one go by…,"Sentiment(polarity=-0.075, subjectivity=0.2)",-0.075,0.2,en,0,0,carole_armitage,False,,,Yorkshire & London,
1240171237571211271,Wed Mar 18 07:00:38 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Biancovita Bridal | Collection 2020
#biancovita #biancovita2020 #bvbride #bridal #bridalstore #wedding… https://t.co/cwyehpyGI8",Biancovita Bridal Collection …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Bianco_Vita,False,"biancovita, biancovita2020, bvbride, bridal, bridalstore, wedding",,İzmir,
1240171231263031298,Wed Mar 18 07:00:37 +0000 2020,"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>","Story Party Tour | True Dating Stories Told Live 😂
Think your dating is bad? Think again.
For tickets, podcast, you… https://t.co/R1rY0gyhAS",Story Party Tour True Dating Stories Told Live Think dating bad Think For tickets podcast you…,"Sentiment(polarity=-0.07121212121212117, subjectivity=0.6055555555555555)",-0.07121212121212117,0.6055555555555555,en,0,0,storypartytour,False,,,"San Francisco, CA",
1240171183980654592,Wed Mar 18 07:00:26 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Visualize #LOVE flowing through you.. #JoyTrain #Joy #Love #Wisdom #Kindness RT @Voieinterieure https://t.co/0WiFuiAfeN,Visualize flowing you.. RT,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,KariJoys,False,"LOVE, JoyTrain, Joy, Love, Wisdom, Kindness",Voieinterieure,Global,
1240171163957055490,Wed Mar 18 07:00:21 +0000 2020,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",❤R∈TW∈∈T: if you NEED MORE FOLLOWERS❤ Join #TeamBossyGals RT share our #Love➽ https://t.co/YrMQKD7oOt #fashion,R∈TW∈∈T NEED MORE FOLLOWERS Join RT share,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,0,0,ArtBubblesArt,False,"TeamBossyGals, Love, fashion",,South Africa,
1240171121963663360,Wed Mar 18 07:00:11 +0000 2020,"<a href=""https://crowdfireapp.com"" rel=""nofollow"">Crowdfire App</a>",She's the Treasure a Pirate's Heart needs! #books #booklover #romance #bookstoread #book #booklovers #love #HistFic… https://t.co/eiaxpY0deJ,She 's Treasure Pirate 's Heart needs …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,RaelleLogan1,False,"books, booklover, romance, bookstoread, book, booklovers, love, HistFic",,"Colorado, USA",
1240171120118116352,Wed Mar 18 07:00:10 +0000 2020,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Balance is the key to everything, now more than ever #meditation #yoga #love #mindfulness #spirituality #healing… https://t.co/7IsVMLjFPi",Balance key everything ever …,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,en,0,0,invisiblecaims,False,"meditation, yoga, love, mindfulness, spirituality, healing",,"Edinburgh, Scotland",
1240171108793339904,Wed Mar 18 07:00:08 +0000 2020,"<a href=""https://socialbee.io/"" rel=""nofollow"">SocialBee.io v2</a>","RT @cwebimpressions: Colorado Web Impressions
""We Help Colorado Small Businesses Succeed Online!""
719-419-3935
https://t.co/n90ZzA5YOL
Chri…",Colorado Web Impressions `` We Help Colorado Small Businesses Succeed Online '' -419-3935 Chri…,"Sentiment(polarity=-0.25, subjectivity=0.4)",-0.25,0.4,en,0,2,cwebimpressions,False,,cwebimpressions,"Colorado, USA",
1240171106977214465,Wed Mar 18 07:00:07 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#TravelBan keeping you home? Enjoy learning about Iceland's mystical #culture from #home 
https://t.co/J1odhWhFTT… https://t.co/zwZIJc83Z4",keeping home Enjoy learning Iceland 's mystical,"Sentiment(polarity=0.4, subjectivity=0.5)",0.4,0.5,en,0,0,IcelandMystic,False,"TravelBan, culture, home",,,
1240171098781544450,Wed Mar 18 07:00:05 +0000 2020,"<a href=""http://www.twitkid.com"" rel=""nofollow"">TheTwitKid</a>","""Love is what you've been through with somebody.""
~ James Thurber #love https://t.co/trim4YH4la",`` Love 've somebody '' James Thurber,"Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.6,en,0,0,ebookify_me,False,love,,,
1240171085145853953,Wed Mar 18 07:00:02 +0000 2020,"<a href=""http://www.yourfreedailyhoroscope.com/"" rel=""nofollow"">freedailyhoroscopes</a>","♉ #Taurus Daily #Love #Horoscope
 Wednesday 18 March 
https://t.co/cB23l02oXl
Click 👇 for this free Taurus Horoscope ++more",Daily Wednesday March Click free Taurus Horoscope ++more,"Sentiment(polarity=0.3, subjectivity=0.43333333333333335)",0.3,0.43333333333333335,en,0,0,readyourstars,False,"Taurus, Love, Horoscope",,Omnipresent,
1240171081551564800,Wed Mar 18 07:00:01 +0000 2020,"<a href=""https://cloudcampaign.io/"" rel=""nofollow"">Cloud Campaign</a>","Welcome #Groupon | Homewood Suites by Hilton Phoenix-Biltmore | Phoenix 
__
https://t.co/18VSMPsVzn 
__
#itisis… https://t.co/wg4vbY1yqO",Welcome Homewood Suites Hilton Phoenix-Biltmore Phoenix __ __ …,"Sentiment(polarity=0.8, subjectivity=0.9)",0.8,0.9,en,1,0,IncPeridot13,False,"Groupon, itisis",,,
1240171076539174912,Wed Mar 18 07:00:00 +0000 2020,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","2016 Mazda CX-3
The 2016 Mazda CX-3 is a completely new offering for this year, a small crossover that offers space… https://t.co/KAhsCPhPhV",Mazda CX-3 The Mazda CX-3 completely new offering year small crossover offers space…,"Sentiment(polarity=-0.004545454545454547, subjectivity=0.28484848484848485)",-0.004545454545454547,0.28484848484848485,en,0,0,BrolinMotors,False,,,"Kampala, Uganda",
1240171068788224000,Wed Mar 18 06:59:58 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @famitaly: Who would be the first person you would like to meet after the quarantine? .....HER.. Always her 😍❤️😍❤️🤘🏼🧁😎 @Pink #pink #love…,Who would first person would like meet quarantine ... ..HER.. Always ️️🤘🧁 …,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,0,3,halebop15,,"pink, love","famitaly, Pink",,
1240171057413107712,Wed Mar 18 06:59:56 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DGBGiveaway: @jaredctate is a fearmongering conspiracy theorist

Never any facts

He may of built $dgb #DigiByte 
His views are his own…",fearmongering conspiracy theorist Never facts He may built dgb His views own…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,62,Rushabtilekar11,,DigiByte,"DGBGiveaway, jaredctate",,
1240171054565384192,Wed Mar 18 06:59:55 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@B_Pikapolonica - Ballad Of Love ❤️(CoronaVirusEdition) 🦠https://t.co/OIgnkmisCp via @YouTube #COVID2019 #COVID19… https://t.co/WHtanvHBi3,Ballad Of Love ️ CoronaVirusEdition 🦠 via …,"Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.6,en,0,0,JannetBlues,False,"COVID2019, COVID19","B_PIKAPOLONICA, YouTube","Ljubljana, Slovenia",
1240171044209598464,Wed Mar 18 06:59:52 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @LaLupaBianca: @Dior No one can resist to scent of the she-wolf. For charming women who never ask! ""LUPA Scent of Woman"" For #women to s…",No one resist scent she-wolf For charming women never ask `` LUPA Scent Woman '' For s…,"Sentiment(polarity=0.7, subjectivity=1.0)",0.7,1.0,en,0,4,LaLupaBianca,,women,"LaLupaBianca, Dior",Italy,
1240171038400557056,Wed Mar 18 06:59:51 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @jenw0114: I still feel the passion, the heat and you ❤️
#poetry #love #SMJpoetry https://t.co/P2frc5RKuy",I still feel passion heat ️,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,Geute_Ketel,False,"poetry, love, SMJpoetry",jenw0114,Mother Earth ~ૐ       11:11,
1240171029147901952,Wed Mar 18 06:59:49 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MyPowertalk: The minute we buy into fear
promoted by the news and media,
we become citizens of ‘survival-world'.

It literally catapult…",The minute buy fear promoted news media become citizens ‘ survival-world It literally catapult…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,44,sherryazellers,,,MyPowertalk,Lehigh Valley  PA  USA,
1240171016204062720,Wed Mar 18 06:59:46 +0000 2020,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",RT @marty888nyc: St Patrick’s Day Parade - a rerun from 2016! #NYC #travel #GoLive #love @periscopeco https://t.co/zdYgzUQfYv,St Patrick ’ Day Parade rerun,"Sentiment(polarity=-0.25, subjectivity=0.23333333333333334)",-0.25,0.23333333333333334,en,0,2,Jen7Ca,False,"NYC, travel, GoLive, love","marty888nyc, PeriscopeCo","Ca, East Bay",
1240170993718566914,Wed Mar 18 06:59:40 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @JimSteeleAuthor: I’m into whatever looks good &amp; anything else that trips my trigger. #Love to #read &amp; #write #books! @KeliRichards2 @ju…,I ’ whatever looks good amp anything else trips trigger amp …,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en,0,414,BooksMontreal,,"Love, read, write, books","JimSteeleAuthor, KeliRichards2",,
1240170948176646144,Wed Mar 18 06:59:29 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HoudiniDancing: The stare, the mew and the jump, all perfect 😹 TREAT PLEASE IT WAS ALOT OF WORK! #cat #cats #catlovers #love #black #bl…",The stare mew jump perfect TREAT PLEASE IT WAS ALOT OF WORK …,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0,en,0,81,RobleMariecris,,"cat, cats, catlovers, love, black",HoudiniDancing,"Mandaluyong City, National Cap",
1240170920758706176,Wed Mar 18 06:59:23 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @slexec: https://t.co/y1cI3kzI8Q prestige &amp; professional vip transportation services for everyone #sheffieldissuper #Sheffield #Sheffiel…,prestige amp professional vip transportation services everyone …,"Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1,en,0,6,slexec,False,"sheffieldissuper, Sheffield",slexec,"Sheffield, England",
1240170840458739712,Wed Mar 18 06:59:04 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @BOOBILICIOUS_12: 🇪🇸ESTOY MAREADA 😵 DE ESTAR DANDO VUELTAS EN TU CABEZA 💕
🇺🇲I'm DIZZY 😵 from being rounded in your head 💕
.
.
.
.
.
.
.…",🇪🇸ESTOY MAREADA DE ESTAR DANDO VUELTAS EN TU CABEZA 🇺🇲I 'm DIZZY rounded head .…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Jlm23942638,,,BOOBILICIOUS_12,San salvador,
1240170825975767040,Wed Mar 18 06:59:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Choose #Love Every Single Day ❤ #KindnessMatters #Caring #GoodHeart 🌹❤🙏💖💕🌸 https://t.co/PMZgYq88ML,Choose Every Single Day,"Sentiment(polarity=-0.07142857142857142, subjectivity=0.21428571428571427)",-0.07142857142857142,0.21428571428571427,en,0,0,RoseVioletDeb,False,"Love, KindnessMatters, Caring, GoodHeart",,"North East, England UK",
1240170803469209601,Wed Mar 18 06:58:55 +0000 2020,"<a href=""https://socioh.com"" rel=""nofollow"">Socioh</a>",Follow us on Twitter to see new products &amp; sales. Check out our products: https://t.co/fEv9QoB040 #musthave #loveit… https://t.co/ouBVt1cXDr,Follow us Twitter see new products amp sales Check products …,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,0,Saucy_Ladies,False,"musthave, loveit",,"Sydney, Australia",
1240170798037348354,Wed Mar 18 06:58:54 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@im_tufail thank for the support.  Much #love and #success,thank support Much,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,en,1,0,detail_tv,,"love, success",im_tufail,,
1240170770216738818,Wed Mar 18 06:58:47 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TreasureSOS: Day 246 March 17th- Include yourself in your compassion list😀! #betrue #BeKind #happiness #internetofkindness #iok @bl_pea…,Day March th- Include compassion list …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,VoyageOfThought,,"betrue, BeKind, happiness, internetofkindness, iok",TreasureSOS,New Jersey,
1240170750339739648,Wed Mar 18 06:58:42 +0000 2020,"<a href=""http://www.thecrowdview.com"" rel=""nofollow"">thecrowdview</a>",MRT @alexdomelle May this moment remind u how #Blessed u are. #JoyTrain #Joy #Love #Peace #Gratitude RT @alexdomelle https://t.co/lNNgYtPmh3,MRT May moment remind u u RT,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,thecrowdview,False,"Blessed, JoyTrain, Joy, Love, Peace, Gratitude","alexdomelle, alexdomelle",,
1240170713677352960,Wed Mar 18 06:58:34 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","❤Love me or 💔hate me,
I'm still gonna shine...✨ #TheLovearound

#goodmorning #morningvibes #goodvibes #mood… https://t.co/gIZ0FQyldB",Love hate I 'm still gon na shine ... …,"Sentiment(polarity=-0.15000000000000002, subjectivity=0.75)",-0.15000000000000002,0.75,en,0,0,TheLovearound,False,"TheLovearound, goodmorning, morningvibes, goodvibes, mood",,,
1240170685047148545,Wed Mar 18 06:58:27 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @LifeWithJohn: Everything that surrounds you is temporary, only the love in your heart will last forever. ~ Make it count.
#Love https:/…",Everything surrounds temporary love heart last forever Make count https /…,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,0,1,Pussilicca,,Love,LifeWithJohn,Birmingham UK,
1240170665585541121,Wed Mar 18 06:58:22 +0000 2020,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",Now playing Angelo Ferreri - Beginners (Original Mix).mp3  @ ! CLICK HERE To Listen --&gt; https://t.co/nkLpA101z9 &lt;--… https://t.co/aBqxV2a7w0,Now playing Angelo Ferreri Beginners Original Mi.mp3 CLICK HERE To Listen -- gt lt -- …,"Sentiment(polarity=0.375, subjectivity=0.75)",0.375,0.75,en,0,0,djdavelive,False,,,Toronto,
1240170580718112768,Wed Mar 18 06:58:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @famitaly: Who would be the first person you would like to meet after the quarantine? .....HER.. Always her 😍❤️😍❤️🤘🏼🧁😎 @Pink #pink #love…,Who would first person would like meet quarantine ... ..HER.. Always ️️🤘🧁 …,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,0,3,Izabela_pinkfan,,"pink, love","famitaly, Pink",Poland,
1240170567287877632,Wed Mar 18 06:57:59 +0000 2020,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft Power Platform</a>","It's : 2020-03-18T06:57:58.8306071Z 

#tuesdaymotivation #funny #pets #followme #f4f #c4c #shout #love #me #cute… https://t.co/dq9TLeGQUK",It 's -03-18T06:57:58.8306071Z …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Kada_soulayman,,"tuesdaymotivation, funny, pets, followme, f4f, c4c, shout, love, me, cute",,Ả̷͓̥͕̤͆̇͘͝ŗ̴͍͉̳̲́̌̂͆̍̀̍̓͝k̵͝,
1240170538003083265,Wed Mar 18 06:57:52 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Hilde57293257: ✨✨Good morning my lovely friends! ✨✨

  💞 Wishing you all a pleasant day         
                         with
happines…",Good morning lovely friends Wishing pleasant day happines…,"Sentiment(polarity=0.6444444444444444, subjectivity=0.7722222222222223)",0.6444444444444444,0.7722222222222223,en,0,231,TO95101451,,,Hilde57293257,,
1240170498803347457,Wed Mar 18 06:57:42 +0000 2020,"<a href=""https://socialrabbitplugin.com"" rel=""nofollow"">SocialRabbit Plugin</a>",#love #outfit Double Color Smart Band Strap https://t.co/A1dnZuk6a8 https://t.co/OclfZDLT46,Double Color Smart Band Strap,"Sentiment(polarity=0.10714285714285714, subjectivity=0.32142857142857145)",0.10714285714285714,0.32142857142857145,en,0,0,ISABYSHOP1,False,"love, outfit",,,
1240170495242317824,Wed Mar 18 06:57:41 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Hilde57293257: ✨✨Good morning my lovely friends! ✨✨

  💞 Wishing you all a pleasant day         
                         with
happines…",Good morning lovely friends Wishing pleasant day happines…,"Sentiment(polarity=0.6444444444444444, subjectivity=0.7722222222222223)",0.6444444444444444,0.7722222222222223,en,0,0,EmCorfu,,,Hilde57293257,,
1240170477269778433,Wed Mar 18 06:57:37 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @AbsoluteDice: How to play Absolute Dice Love on youtube 👉 https://t.co/qpgQNRTjIE
#fun #love #dice #game #romance #weddingfavour 🎲💘🎲 ht…",How play Absolute Dice Love youtube ht…,"Sentiment(polarity=0.35, subjectivity=0.75)",0.35,0.75,en,0,2,kellyroxanne82,False,"fun, love, dice, game, romance, weddingfavour",AbsoluteDice,Newcastle ,
1240170358272974848,Wed Mar 18 06:57:09 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SevenShepherd: ""Again, the kingdom of heaven is like unto treasure hid in a field; the which when a man hath found, he hideth, and for…",`` Again kingdom heaven like unto treasure hid field man hath found hideth for…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,1,TrkischChriste1,,,SevenShepherd,"Muğla, TR",
1240170334189277184,Wed Mar 18 06:57:03 +0000 2020,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#Repost @CinescopeTalkie
• • • • • •
#Team. 
#throwback to 2 years ago
#Filmmaker #Pepsi #CineScopeTalkies… https://t.co/4p1BSKtDcv",• • • • • • years ago …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,GuptaAnvesha,False,"Repost, Team, throwback, Filmmaker, Pepsi, CineScopeTalkies",CinescopeTalkie,India,
1240170314052468736,Wed Mar 18 06:56:58 +0000 2020,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#365daysofgratitude
Year 3. Day 77.

Go in #peace 
#thankful #grateful #gratitude✨❤️✨ #photographer #photography… https://t.co/TxqBGbyqdW",Year Day Go ️ …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,DebbyDaudelin,False,"365daysofgratitude, peace, thankful, grateful, gratitude, photographer, photography",,Out of this world!,
1240170307085832193,Wed Mar 18 06:56:57 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @theNiceCaptain: Spock tells me I show ""an unusual level of personal sacrifice...for a human.""
Still smiling to myself and waiting for t…",Spock tells I show `` unusual level personal sacrifice ... human '' Still smiling waiting t…,"Sentiment(polarity=0.06666666666666667, subjectivity=0.46666666666666673)",0.06666666666666667,0.46666666666666673,en,0,1,Exiled_Timelord,,,theNiceCaptain,United Federation of Planets,
1240170241167994880,Wed Mar 18 06:56:41 +0000 2020,"<a href=""https://example.com"" rel=""nofollow"">JGBBot</a>","""And shall cast them into a furnace of fire: there shall be wailing and gnashing of teeth."" ~Matthew 13:42 #Jesus #Bible #Love",`` And shall cast furnace fire shall wailing gnashing teeth '' ~Matthew :42,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,SevenShepherd,,"Jesus, Bible, Love",,,
1240170238764699649,Wed Mar 18 06:56:40 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","this is the return to #LOVE

#coronavirus
aka
#crownvirus",return aka,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,_holding_space_,,"LOVE, coronavirus, crownvirus",,[ holding space ],
1240170182359818241,Wed Mar 18 06:56:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Always &amp; Forever ❤ I'm a firm believer in #Karma #truth #love 💫 https://t.co/8WitQ5dcJq,Always amp Forever I 'm firm believer,"Sentiment(polarity=-0.2, subjectivity=0.4)",-0.2,0.4,en,0,0,JanelleS17,False,"Karma, truth, love",,"Rock Island, IL",
1240170091561365506,Wed Mar 18 06:56:05 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Hopefocus: During this time of uncertainty due to Covid-19 I will be posting images that I hope will make you smile.
This image of a la…",During time uncertainty due Covid-19 I posting images I hope make smile This image la…,"Sentiment(polarity=0.0875, subjectivity=0.2375)",0.0875,0.2375,en,0,0,bintelqamar,,,Hopefocus,,
1240170081625178112,Wed Mar 18 06:56:03 +0000 2020,"<a href=""https://www.botlibre.com"" rel=""nofollow"">Bot Libre!</a>","RT @parkcitygrand: This Sunday it's Mother's Day. Pamper your Mum this Mother's Day with a wonderful stay at our hotel. 

#mothersday #gift…",This Sunday 's Mother 's Day Pamper Mum Mother 's Day wonderful stay hotel …,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0,en,0,1,DubaiDeals1,,"mothersday, gift",parkcitygrand,"Dallas, TX",
1240170025069064194,Wed Mar 18 06:55:49 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","During this time of uncertainty due to Covid-19 I will be posting images that I hope will make you smile.
This imag… https://t.co/zxFg7mvQGZ",During time uncertainty due Covid-19 I posting images I hope make smile This imag…,"Sentiment(polarity=0.0875, subjectivity=0.2375)",0.0875,0.2375,en,4,1,Hopefocus,False,,,A thousand miles from nowhere.,
1240169961110175744,Wed Mar 18 06:55:34 +0000 2020,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",#Teens: do you #love #egg #baby?,,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,eggbabycrew,,"Teens, love, egg, baby",,egg baby,
1240169880902459392,Wed Mar 18 06:55:15 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @AngelaMariabs20: Good morning  ☕☕
#Coffee  #Roses #CoffeeLover #coffeetime #Love 

💗💗🍃🌷🌷💗💗🌷🌷🍃💗💗 https://t.co/X1g76VLmGm",Good morning,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.7,0.6000000000000001,en,0,23,OdzrtcySsIPXdoT,False,"Coffee, Roses, CoffeeLover, coffeetime, Love",AngelaMariabs20,,
1240169866054651904,Wed Mar 18 06:55:11 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @IndianRiverHemp: Can legal hemp save agriculture? YES!  #hemp #agriculture #savetheindustry #timeforachange #cbd #healthyliving #natura…,Can legal hemp save agriculture YES …,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,en,0,1,ashoktejuja,,"hemp, agriculture, savetheindustry, timeforachange, cbd, healthyliving",IndianRiverHemp,Nariman Point,
1240169859654152192,Wed Mar 18 06:55:10 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Red Earth by Lotus Verse
Root Chakra Meditaion Music

https://t.co/4iEZCjAi3Y

#meditation #love #yoga #spiritual… https://t.co/IJRPIgio3s",Red Earth Lotus Verse Root Chakra Meditaion Music …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,LotusVerse,False,"meditation, love, yoga, spiritual",,,
